CNTRYID,CNTRYID_E,SEQID,AGE_R,GENDER_R,DISP_CIBQ,DISP_MAIN,DISP_MAINWRC,A_N01_T,B_Q01a,B_Q01a_T,B_Q01a3,B_Q01a3_C,B_Q01b,B_Q01c1,B_Q01c1_C,B_Q01c1_T,B_Q01c2,B_Q01d,B_D01d,B_D01d_C,B_Q02a,B_Q02a_T1,B_Q02a_T2,B_Q02b,B_Q02b_C,B_Q02c,B_Q03a,B_Q03b,B_Q03b_C,B_Q03c1,B_Q03c1_C,B_Q03c2,B_Q03d,B_D03d,B_D03d_C,B_Q04a,B_Q04b,B_Q04b_C,B_Q05a,B_Q05b,B_Q05c,B_Q05c_T,B_Q10a,B_Q10b,B_Q10c,B_Q11,B_Q12a,B_Q12a_T,B_Q12b,B_Q12c,B_Q12d,B_Q12d_C,B_Q12e,B_Q12f,B_Q12f_C,B_Q12g,B_Q12h,B_Q12h_C,B_D12h,B_Q13,B_Q14a,B_Q14b,B_Q15a,B_Q15b,B_Q15c,B_Q16,B_Q17,B_Q18a,B_Q19a,B_Q20a,B_Q20b,B_Q26a,B_Q26a_T,B_Q26b,C_Q01a,C_Q01b,C_Q01c,C_Q02a,C_Q02b,C_Q02c,C_Q03_01,C_Q03_02,C_Q03_03,C_Q03_04,C_Q03_05,C_Q03_06,C_Q03_07,C_Q03_08,C_Q03_09,C_Q03_10,C_S03,C_Q04a,C_Q04b,C_Q04c,C_Q04d,C_Q04e,C_Q04f,C_Q04g,C_Q04h,C_Q04i,C_Q04j,C_D04,C_Q05,C_D05,C_Q06,C_D06,C_Q07,C_Q07_T,C_Q08a,C_Q08b,C_Q08c1,C_Q08c1_C,C_Q08c2,C_D08c,C_Q09,C_Q09_C,C_D09,C_D09_T,C_Q10a,C_Q10a_C,D_Q03,D_Q04,D_Q04_T,D_Q04_T1,D_Q05a1,D_Q05a1_C,D_Q05a2,D_Q05a3,D_Q05b1,D_Q05b1_C,D_Q05b2,D_Q05b3,D_Q06a,D_Q06b,D_Q06c,D_Q07a,D_Q07b,D_Q07b_C,D_Q08a,D_Q08b,D_Q09,D_Q10,D_Q10_C,D_Q10_T,D_Q10_T1,D_Q11a,D_Q11b,D_Q11c,D_Q11d,D_Q12a,D_Q12b,D_Q12c,D_Q13a,D_Q13b,D_Q13c,D_Q14,D_Q16a,D_S16a,D_D16a,D_Q16b,D_Q16b_T,D_Q16c,D_Q16d1,D_Q16d2,D_Q16d3,D_Q16d4,D_Q16d5,D_Q16d6,D_Q17a,D_Q17b,D_Q17c,D_Q17d,D_Q18a,D_Q18b,D_Q18c1,D_Q18c2,E_Q03,E_Q04,E_Q05a1,E_Q05a1_C,E_Q05a2,E_Q05b1,E_Q05b1_C,E_Q05b2,E_Q06,E_Q07a,E_Q07b,E_Q08,E_Q09,E_Q09_C,E_Q10,F_Q01b,F_Q02a,F_Q02b,F_Q02c,F_Q02d,F_Q02e,F_Q03a,F_Q03b,F_Q03c,F_Q04a,F_Q04b,F_Q05a,F_Q05b,F_Q06b,F_Q06c,F_Q07a,F_Q07b,G_Q01a,G_Q01a_T,G_Q01a_T1,G_Q01b,G_Q01b_T,G_Q01b_T1,G_Q01c,G_Q01c_T,G_Q01c_T1,G_Q01d,G_Q01e,G_Q01f,G_Q01f_T,G_Q01f_T1,G_Q01g,G_Q01g_T,G_Q01g_T1,G_Q01h,G_Q01h_T,G_Q01h_T1,G_Q02a,G_Q02b,G_Q02c,G_Q02d,G_Q03b,G_Q03c,G_Q03d,G_Q03f,G_Q03g,G_Q03h,G_Q04,G_Q04_T,G_Q05a,G_Q05c,G_Q05d,G_Q05e,G_Q05f,G_Q05g,G_Q05h,G_Q06,G_Q07,G_Q08,H_Q01a,H_Q01b,H_Q01b_T,H_Q01c,H_Q01c_T,H_Q01d,H_Q01e,H_Q01e_T,H_Q01f,H_Q01g,H_Q01h,H_Q02a,H_Q02b,H_Q02c,H_Q02d,H_Q03b,H_Q03c,H_Q03d,H_Q03f,H_Q03g,H_Q03h,H_Q04a,H_Q04b,H_Q05a,H_Q05c,H_Q05d,H_Q05e,H_Q05f,H_Q05g,H_Q05h,I_Q04b,I_Q04d,I_Q04h,I_Q04j,I_Q04l,I_Q04m,I_Q05f,I_Q06a,I_Q07a,I_Q07b,I_Q08,I_Q08_T,J_Q01,J_Q01_C,J_Q01_T,J_Q01_T1,J_Q02a,J_Q02c,J_Q03a,J_Q03b,J_Q03b_C,J_Q03c,J_Q03c_C,J_Q03d1,J_Q03d1_C,J_Q03d2,J_Q03d2_C,J_Q04a,J_Q04a_T,J_Q04c1,J_Q04c1_C,J_Q04c2,J_Q04c2_T,J_Q04c2_T1,J_N05a2,J_Q06a,J_Q06a_T,J_Q06b,J_Q06b_T,J_Q07a,J_Q07a_T,J_Q07b,J_Q07b_T,J_Q08,COMPUTEREXPERIENCE,NATIVESPEAKER,EDLEVEL3,CBA_CORE_STAGE1_SCORE,CBA_CORE_STAGE2_SCORE,CORESTAGE1_PASS,CORESTAGE2_PASS,RANDOM_CBA_MODULE1,RANDOM_CBA_MODULE2,RANDOM_CBA_MODULE1_STAGE1,RANDOM_CBA_MODULE1_STAGE2,RANDOM_CBA_MODULE2_STAGE1,RANDOM_CBA_MODULE2_STAGE2,CBA_START,PPC_SCORE,RANDOM_PP,PRC_PV_Q1,PRC_SP_Q1,PRC_PF_Q1,PRC_PF_Q2,PRC_PF_Q3,PAPER,CBAMOD1,CBAMOD2,CBAMOD2ALT,CBAMOD1STG1,CBAMOD2STG1,CBAMOD1STG2,CBAMOD2STG2,MONTHLYINCPR,YEARLYINCPR,PBROUTE,ZZ1a,ZZ1b_01,ZZ1b_02,ZZ2,ZZ3,ZZ4_01,ZZ4_02,ZZ4_03,ZZ4_04,ZZ4_05,ZZ4_06,ZZ5,ZZ6,ISCED_HF,ISCED_HF_C,ISCO08_C,ISCO08_L,ISIC4_C,ISIC4_L,LNG_L1,LNG_L2,LNG_HOME,CNT_H,CNT_BRTH,REG_TL2,LNG_BQ,LNG_CI,YRSQUAL,YRSQUAL_T,YRSGET,VET,CTRYQUAL,BIRTHRGN,FIRLGRGN,SECLGRGN,HOMLGRGN,FORBORNLANG,PARED,NATIVELANG,BORNLANG,NATBILANG,FORBILANG,HOMLANG,CTRYRGN,IMPAR,IMGEN,IMYRS,IMYRS_C,IMYRCAT,AGEG5LFS,AGEG10LFS,AGEG10LFS_T,EDCAT8,EDCAT7,EDCAT6,LEAVER1624,LEAVEDU,FE12,AETPOP,FAET12,FAET12JR,FAET12NJR,NFE12,FNFAET12,EDWORK,NEET,NFEHRSNJR,NFEHRSJR,NFEHRS,NOPAIDWORKEVER,PAIDWORK12,ISCOSKIL4,ISIC1L,ISIC2L,ISIC1C,ISIC2C,ISCO1C,ISCO2C,ISCO1L,ISCO2L,C301C05S,C301C05T,C301C05F,C301C05A,C300C02S,C300C02T,C300C02F,C300C02A,D302C02S,D302C02T,D302C02F,D302C02A,C600C04S,C600C04T,C600C04F,C600C04A,C601C06S,C601C06T,C601C06F,C601C06A,E645001S,E645001T,E645001F,E645001A,D311701S,D311701T,D311701F,D311701A,C308120S,C308120T,C308120F,C308120A,E321001S,E321001T,E321001F,E321001A,E321002S,E321002T,E321002F,E321002A,C305215S,C305215T,C305215F,C305215A,C305218S,C305218T,C305218F,C305218A,C308117S,C308117T,C308117F,C308117A,C308119S,C308119T,C308119F,C308119A,C308121S,C308121T,C308121F,C308121A,C308118S,C308118T,C308118F,C308118A,D304710S,D304710T,D304710F,D304710A,D304711S,D304711T,D304711F,D304711A,D315512S,D315512T,D315512F,D315512A,E327001S,E327001T,E327001F,E327001A,E327002S,E327002T,E327002F,E327002A,E327003S,E327003T,E327003F,E327003A,E327004S,E327004T,E327004F,E327004A,C308116S,C308116T,C308116F,C308116A,C309320S,C309320T,C309320F,C309320A,C309321S,C309321T,C309321F,C309321A,D307401S,D307401T,D307401F,D307401A,D307402S,D307402T,D307402F,D307402A,C313412S,C313412T,C313412F,C313412A,C313414S,C313414T,C313414F,C313414A,C309319S,C309319T,C309319F,C309319A,C309322S,C309322T,C309322F,C309322A,E322001S,E322001T,E322001F,E322001A,E322002S,E322002T,E322002F,E322002A,E322005S,E322005T,E322005F,E322005A,E320001S,E320001T,E320001F,E320001A,E320003S,E320003T,E320003F,E320003A,E320004S,E320004T,E320004F,E320004A,C310406S,C310406T,C310406F,C310406A,C310407S,C310407T,C310407F,C310407A,E322003S,E322003T,E322003F,E322003A,E323003S,E323003T,E323003F,E323003A,E323004S,E323004T,E323004F,E323004A,E322004S,E322004T,E322004F,E322004A,D306110S,D306110T,D306110F,D306110A,D306111S,D306111T,D306111F,D306111A,C313410S,C313410T,C313410F,C313410A,C313411S,C313411T,C313411F,C313411A,C313413S,C313413T,C313413F,C313413A,E318001S,E318001T,E318001F,E318001A,E318003S,E318003T,E318003F,E318003A,E323002S,E323002T,E323002F,E323002A,E323005S,E323005T,E323005F,E323005A,E329002S,E329002T,E329002F,E329002A,E329003S,E329003T,E329003F,E329003A,C615602S,C615602T,C615602F,C615602A,C615603S,C615603T,C615603F,C615603A,C624619S,C624619T,C624619F,C624619A,C624620S,C624620T,C624620F,C624620A,C604505S,C604505T,C604505F,C604505A,C605506S,C605506T,C605506F,C605506A,C605507S,C605507T,C605507F,C605507A,C605508S,C605508T,C605508F,C605508A,E650001S,E650001T,E650001F,E650001A,C623616S,C623616T,C623616F,C623616A,C623617S,C623617T,C623617F,C623617A,C619609S,C619609T,C619609F,C619609A,E657001S,E657001T,E657001F,E657001A,E646002S,E646002T,E646002F,E646002A,C620610S,C620610T,C620610F,C620610A,C620612S,C620612T,C620612F,C620612A,E632001S,E632001T,E632001F,E632001A,E632002S,E632002T,E632002F,E632002A,C607510S,C607510T,C607510F,C607510A,C614601S,C614601T,C614601F,C614601A,C618607S,C618607T,C618607F,C618607A,C618608S,C618608T,C618608F,C618608A,E635001S,E635001T,E635001F,E635001A,C613520S,C613520T,C613520F,C613520A,C608513S,C608513T,C608513F,C608513A,E655001S,E655001T,E655001F,E655001A,C602501S,C602501T,C602501F,C602501A,C602502S,C602502T,C602502F,C602502A,C602503S,C602503T,C602503F,C602503A,C611516S,C611516T,C611516F,C611516A,C611517S,C611517T,C611517F,C611517A,C606509S,C606509T,C606509F,C606509A,E665001S,E665001T,E665001F,E665001A,E665002S,E665002T,E665002F,E665002A,C622615S,C622615T,C622615F,C622615A,E636001S,E636001T,E636001F,E636001A,C617605S,C617605T,C617605F,C617605A,C617606S,C617606T,C617606F,C617606A,E641001S,E641001T,E641001F,E641001A,E661001S,E661001T,E661001F,E661001A,E661002S,E661002T,E661002F,E661002A,E660003S,E660003T,E660003F,E660003A,E660004S,E660004T,E660004F,E660004A,E634001S,E634001T,E634001F,E634001A,E634002S,E634002T,E634002F,E634002A,E651002S,E651002T,E651002F,E651002A,E664001S,E664001T,E664001F,E664001A,E644002S,E644002T,E644002F,E644002A,C612518S,C612518T,C612518F,C612518A,U01a000A,U01a000F,U01a000T,U01b000A,U01b000F,U01b000T,U03a000A,U03a000F,U03a000T,U06a000A,U06a000F,U06a000T,U06b000A,U06b000F,U06b000T,U21x000A,U21x000F,U21x000T,U04a000A,U04a000F,U04a000T,U19a000A,U19a000F,U19a000T,U19b000A,U19b000F,U19b000T,U07x000A,U07x000F,U07x000T,U02x000A,U02x000F,U02x000T,U16x000A,U16x000F,U16x000T,U11b000A,U11b000F,U11b000T,U23x000A,U23x000F,U23x000T,U01a000S,U01b000S,U02x000S,U03a000S,U04a000S,U06a000S,U06b000S,U07x000S,U11b000S,U16x000S,U19a000S,U19b000S,U21x000S,U23x000S,M301C05S,P330001S,N302C02S,M600C04S,M300C02S,P601C06S,P614601S,P645001S,N306110S,N306111S,M313410S,M313411S,M313412S,M313413S,M313414S,P324002S,P324003S,M305215S,M305218S,P317001S,P317002S,P317003S,M310406S,M310407S,M309319S,M309320S,M309321S,M309322S,M615602S,M615603S,P640001S,M620610S,M620612S,P666001S,M623616S,M623617S,M623618S,M624619S,M624620S,M618607S,M618608S,M604505S,M610515S,P664001S,M602501S,M602502S,M602503S,P655001S,P901002R,P901002S,P904012R,P904012S,P901003R,P901003S,P901005R,P901005S,P904009R,P904009S,P901006R,P901006S,P901004R,P901004S,P901013R,P901013S,P903007R,P903007S,P903012R,P903012S,P904010R,P904010S,P902024R,P902024S,P901011R,P901011S,P901020R,P901020S,P901017R,P901017S,P901018R,P901018S,P901019R,P901019S,P904022R,P904022S,P902021R,P902021S,P903017R,P903017S,P904014R,P904014S,P901021R,P901021S,P904015R,P904015S,P904020R,P904020S,P902022R,P902022S,P901024R,P901024S,P901025R,P901025S,P902014R,P902014S,P903024R,P903024S,P904024R,P904024S,P904025R,P904025S,P903021R,P903021S,P901015R,P901015S,P904021R,P904021S,P911001R,P911001S,P912002R,P912002S,P911003R,P911003S,P911004R,P911004S,P911005R,P911005S,P911006R,P911006S,P911007R,P911007S,P911008R,P911008S,P911009R,P911009S,P911010R,P911010S,P913013R,P913013S,P912011R,P912011S,P914012R,P914012S,P912013R,P912013S,P911014R,P911014S,P914015R,P914015S,P914019R,P914019S,P914016R,P914016S,P911017R,P911017S,P914018R,P914018S,P912019R,P912019S,P911020R,P911020S,P921002R,P921002S,P921003R,P921003S,P921004R,P921004S,P921005R,P921005S,P921007R,P921007S,P921008R,P921008S,P921009R,P921009S,P921010R,P921010S,P921011R,P921011S,P921013R,P921013S,P921014R,P921014S,P921015R,P921015S,P921016R,P921016S,P921017R,P921017S,P921018R,P921018S,P921019R,P921019S,P921020R,P921020S,P921021R,P921021S,P922023R,P922023S,P922024R,P922024S,P922025R,P922025S,P922026R,P922026S,P922027R,P922027S,P922028R,P922028S,P922030R,P922030S,P922031R,P922031S,P922032R,P922032S,P922033R,P922033S,P921035R,P921035S,P921036R,P921036S,P921037R,P921037S,P921038R,P921038S,P921040R,P921040S,P921041R,P921041S,P921042R,P921042S,P921043R,P921043S,P924035R,P924035S,P924036R,P924036S,P924037R,P924037S,P924038R,P924038S,P924040R,P924040S,P924041R,P924041S,P924042R,P924042S,P924043R,P924043S,LITSTATUS,PVLIT1,PVLIT2,PVLIT3,PVLIT4,PVLIT5,PVLIT6,PVLIT7,PVLIT8,PVLIT9,PVLIT10,NUMSTATUS,PVNUM1,PVNUM2,PVNUM3,PVNUM4,PVNUM5,PVNUM6,PVNUM7,PVNUM8,PVNUM9,PVNUM10,PSLSTATUS,PVPSL1,PVPSL2,PVPSL3,PVPSL4,PVPSL5,PVPSL6,PVPSL7,PVPSL8,PVPSL9,PVPSL10,PRC_PV_SCR,PRC_SP_SCR,PRC_PC_SCR,VEMETHOD,VEMETHODN,VEFAYFAC,VENREPS,VARSTRAT,VARUNIT,SPFWT0,SPFWT1,SPFWT2,SPFWT3,SPFWT4,SPFWT5,SPFWT6,SPFWT7,SPFWT8,SPFWT9,SPFWT10,SPFWT11,SPFWT12,SPFWT13,SPFWT14,SPFWT15,SPFWT16,SPFWT17,SPFWT18,SPFWT19,SPFWT20,SPFWT21,SPFWT22,SPFWT23,SPFWT24,SPFWT25,SPFWT26,SPFWT27,SPFWT28,SPFWT29,SPFWT30,SPFWT31,SPFWT32,SPFWT33,SPFWT34,SPFWT35,SPFWT36,SPFWT37,SPFWT38,SPFWT39,SPFWT40,SPFWT41,SPFWT42,SPFWT43,SPFWT44,SPFWT45,SPFWT46,SPFWT47,SPFWT48,SPFWT49,SPFWT50,SPFWT51,SPFWT52,SPFWT53,SPFWT54,SPFWT55,SPFWT56,SPFWT57,SPFWT58,SPFWT59,SPFWT60,SPFWT61,SPFWT62,SPFWT63,SPFWT64,SPFWT65,SPFWT66,SPFWT67,SPFWT68,SPFWT69,SPFWT70,SPFWT71,SPFWT72,SPFWT73,SPFWT74,SPFWT75,SPFWT76,SPFWT77,SPFWT78,SPFWT79,SPFWT80,NFE12JR,NFE12NJR,FNFE12JR,FNFAET12JR,FNFAET12NJR,D_Q18a_T,PAIDWORK5,EARNHR,EARNHRDCL,EARNMTHALLDCL,EARNHRPPP,EARNHRBONUS,EARNHRBONUSDCL,EARNHRBONUSPPP,EARNMTH,EARNMTHPPP,EARNMTHSELFPPP,EARNMTHBONUS,EARNMTHALL,EARNMTHALLPPP,EARNMTHBONUSPPP,EARNFLAG,LEARNATWORK,LEARNATWORK_WLE_CA,READYTOLEARN,READYTOLEARN_WLE_CA,ICTHOME,ICTHOME_WLE_CA,ICTWORK,ICTWORK_WLE_CA,INFLUENCE,INFLUENCE_WLE_CA,NUMHOME,NUMHOME_WLE_CA,NUMWORK,NUMWORK_WLE_CA,PLANNING,PLANNING_WLE_CA,READHOME,READHOME_WLE_CA,READWORK,READWORK_WLE_CA,TASKDISC,TASKDISC_WLE_CA,WRITHOME,WRITHOME_WLE_CA,WRITWORK,WRITWORK_WLE_CA
840,840,13,N,2,1,N,N,2,9,3,V,V,8,N,3,N,N,V,N,N,2,2,2,V,V,V,2,V,V,V,V,V,V,N,N,2,V,V,V,V,V,V,V,V,V,V,2,2,V,2,V,V,2,V,V,2,V,V,3,V,V,V,V,V,V,V,V,V,V,V,V,2,2,V,2,2,2,2,2,V,2,2,1,2,2,2,2,2,2,1,V,V,V,V,V,V,V,V,V,V,V,V,V,3,V,4,3,3,1,2,N,2,N,2,N,2,3,2,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,1,V,V,V,V,V,V,V,V,V,V,5,5,1,5,1,2,4,1,1,5,1,5,1,1,4,4,4,4,4,1,1,1,1,5,5,5,1,5,1,4,3,4,3,5,3,3,3,2,1,1,3,3,N,6,N,6,1,1,1,N,4,V,V,N,3,N,4,1,1,V,V,V,V,V,2,1,1,2,2,1,1,2,2,6,1,1,2,6,5,1,1,,,,,,,1,,,V,V,V,V,V,,1,2,12,1,1,4,3,,,4,2,2,2,5,2,2,2,1,2,2,2,,,V,V,9996,9996,9996,9996,999,996,999,N,N,,eng,eng,13,13,V,1,N,N,N,V,N,0,2,1,1,0,0,1,9,3,3,N,A,3,6,3,3,4,4,3,A,N,0,1,0,0,0,0,0,5,1,A,A,A,0,0,A,9995,9995,9995,9995,9995,9995,9995,9995,1,16460,10302,1,1,19739,9089,5,1,34152,16846,3,1,35653,31477,2,1,19857,15288,2,7,42557,38278,2,7,66441,38007,3,7,32737,26159,2,1,63061,29350,5,1,25336,14242,3,7,55126,52811,1,7,18590,7088,7,7,29223,26000,3,7,28194,17322,6,7,55590,38593,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,56415,55440,1,7,41952,25418,9,7,72243,22479,10,7,131361,47881,1,7,25032,20780,5,7,21568,15526,2,7,39924,16633,5,7,85573,81405,2,7,14890,13429,1,7,75782,11974,3,7,41834,32284,3,7,14889,11122,1,1,48152,40144,3,1,62806,55988,7,7,23050,19647,1,7,18632,11862,1,1,53091,34146,2,7,20589,19223,1,7,40478,36948,1,7,12335,8463,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28870,27830,1,7,58398,55223,1,7,47255,40423,1,7,15207,13891,1,7,35378,24816,1,7,16958,13432,1,7,22106,18254,1,7,40665,39418,1,7,8770,7879,1,7,16771,15004,1,7,16861,14188,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,198.83529,218.64415,240.99294,228.92941,214.50601,228.00038,226.88083,196.97826,224.95341,229.81718,1,200.82754,192.44027,214.29487,189.48788,184.80335,206.29114,173.8227,153.23159,181.15416,209.98341,1,197.94308,225.72532,245.23126,223.91582,212.19454,230.16275,227.57399,192.47615,240.10774,241.00083,V,V,V,JK2,2,0,45,23,2,63899.27333,63945.92984,58560.08316,63843.07403,69864.38096,63961.1271,68577.22489,65153.78342,65855.42567,63337.56083,64361.37879,62922.14432,60269.22522,64286.44598,63998.83121,64062.33135,63217.44192,63859.92667,64040.11009,63530.92184,66726.19083,64480.00371,64146.8544,116014.2057,64678.1277,63279.73266,66503.58668,63542.91781,65542.34982,64573.27557,63794.08243,63262.33417,63045.24724,64451.18197,63093.85604,64905.76909,63530.25785,65905.62759,66296.5281,64232.07409,63519.64798,64127.32352,64321.59317,63052.21554,63213.22822,64156.73329,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,63899.27333,0,0,0,0,0,,0,N,V,V,N,N,V,N,N,N,N,N,N,N,N,V,V,V,1.771556272,3,2.998879982,5,V,V,V,V,3.037990556,5,V,V,V,V,2.425574143,4,V,V,V,V,2.823339918,5,V,V
840,840,22,N,2,1,N,N,2,12,3,V,V,4,N,4,N,N,V,N,N,2,1,2,V,V,V,1,N,N,N,5,N,V,N,N,2,V,V,V,V,V,V,V,V,V,V,1,1,N,2,V,V,1,N,3,2,V,V,2,3,2,V,2,V,V,3,1,6,V,V,4,2,2,V,2,2,2,2,2,V,2,2,2,2,2,2,2,2,1,2,V,V,V,V,V,V,V,V,V,V,V,V,V,3,V,4,6,2,1,2,N,10,N,1,N,35,3,2,N,2,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,1,1,N,3,N,V,V,V,3,V,V,N,45,45,6,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,1,V,V,V,V,V,V,V,V,V,V,5,4,1,4,1,3,4,1,2,2,2,4,2,2,2,4,4,4,2,4,2,1,1,4,4,2,3,4,1,3,3,4,4,4,4,4,4,2,2,2,3,3,N,1,N,1,V,V,2,V,V,V,V,V,V,V,V,2,2,N,5,N,N,3,2,2,2,2,2,2,2,3,3,5,1,2,3,5,6,1,1,,,,,,,1,,,V,V,V,V,V,,2,1,21,1,1,1,4,,,4,2,2,2,5,2,2,2,2,2,2,2,,,V,V,9996,9999,9996,9999,999,996,999,N,N,,eng,eng,16,16,V,V,N,N,N,V,N,1,3,0,4,0,0,0,9,1,1,N,4,2,10,5,5,6,6,5,A,N,0,1,0,0,0,1,1,4,0,60,180,240,0,0,1,G,46,9996,9996,9996,9996,2,24,1,20180,13600,1,1,41049,28562,3,1,46046,28765,2,1,34553,25602,2,1,19597,14218,2,1,60822,48709,2,1,37448,29974,2,1,46396,39301,2,1,46047,35696,3,1,75085,36849,3,1,125344,107468,2,7,53642,40370,5,1,85062,81177,1,7,226813,125517,10,1,151798,52373,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45250,37403,1,7,190039,102416,5,7,189552,69003,11,1,200210,177910,1,1,75472,50610,15,7,35700,32507,2,7,210537,67953,1,7,211037,56047,3,7,72072,68563,2,7,182864,159328,2,7,116584,94569,2,7,37897,28382,1,1,52843,46985,1,1,164232,161997,1,7,236919,208147,1,1,40922,36751,1,7,98279,72854,2,7,48148,44990,1,7,178325,112998,1,1,58850,44907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50131,46247,1,1,26773,16435,1,1,36540,26449,1,1,112584,84292,1,1,126027,59165,22,1,90682,83772,1,7,123097,109148,1,1,92452,83126,1,1,28914,26608,1,1,69344,42764,1,1,58974,43198,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,285.60686,247.1575,271.06547,277.30802,269.82353,256.17272,266.68227,270.68415,271.33191,283.87304,1,280.32503,272.46037,278.12462,230.5815,270.03402,262.36199,298.47704,292.07956,277.84031,280.07936,1,280.81945,213.29714,261.94629,233.30153,232.85571,258.87636,271.38605,244.62893,255.85883,263.68251,V,V,V,JK2,2,0,45,36,1,16027.17296,15992.33595,15488.95801,15944.71127,15585.63414,16116.99161,16581.00022,16064.98579,15716.83,15920.46468,15882.59802,15952.75378,15890.391,15752.86038,16394.38586,15764.75039,16018.0239,16483.99131,16440.30463,15975.20275,16072.20608,16808.94704,16106.84058,15031.42415,15921.87045,15556.20457,15761.64262,16220.91347,16318.93639,16452.6741,16321.93006,15546.71831,16052.55412,15532.85843,15439.63379,17190.60824,29501.74086,18463.51746,17904.98904,15570.3644,16003.95084,16139.06052,16079.19777,15379.05183,15845.77711,16114.20922,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,16027.17296,0,1,0,0,1,,1,N,V,V,N,N,V,N,N,N,N,N,N,N,N,V,V,V,2.217067904,4,2.600924034,4,V,V,V,V,3.192840922,5,V,V,V,V,2.495006533,4,V,V,V,V,2.83738856,5,V,V
